source class,source id,target class,target id,relation,relation attribute,note,remark,S_check,T_Check
Event,설담이 낙파 회랭을 만남,Temple,감로암,occursIn,,,,O,O
Event,설담이 낙파 회랭을 만남,Monk,낙파 회랭,isRelatedTo,,,,O,O
Event,설담이 낙파 회랭을 만남,Monk,설담 자우,isRelatedTo,,,,O,O
Event,설담이 벽월 우일을 만남,Temple,은격암,occursIn,,,,O,O
Event,설담이 벽월 우일을 만남,Monk,벽월 우일,isRelatedTo,,,,O,O
Event,설담이 벽월 우일을 만남,Monk,설담 자우,occursIn,,,,O,O
Event,설담이 두월 묵안과 경기전을 구경함,Place,전주 경기전,occursIn,,,,O,O
Event,설담이 두월 묵안과 경기전을 구경함,Monk,두월 묵안,isRelatedTo,,,,O,O
Event,설담이 두월 묵안과 경기전을 구경함,Monk,설담 자우,isRelatedTo,,,,O,O
Anecdote,원효암·의상암·윤필암 일화,Temple,완주 화암사,occursIn,,,,O,O
Anecdote,원효암·의상암·윤필암 일화,Monk,원효,isRelatedTo,,,,O,O
Anecdote,원효암·의상암·윤필암 일화,Monk,의상,isRelatedTo,,,,O,O
Anecdote,원효암·의상암·윤필암 일화,Monk,윤필,isRelatedTo,,,,O,O
Anecdote,성달생 일화,Person,성달생,isRelatedTo,,,,O,O
Anecdote,성달생 일화,Temple,완주 화암사,occursIn,,,,O,O
Event,설담이 우화루 관음상에 참배함,Monk,설담 자우,isRelatedTo,,,,O,O
Event,설담이 우화루 관음상에 참배함,Temple,완주 화암사 우화루,occursIn,,,,O,O
Object,관음상,Temple,완주 화암사 우화루,isLocatedIn,,,,O,O
Object,삼세여래상,Temple,완주 대둔암,isLocatedIn,,,,O,O
Event,설담이 도희와 대순을 만남,Temple,완주 화암사 향각,occursIn,,,,O,O
Event,설담이 도희와 대순을 만남,Monk,설담 자우,isRelatedTo,,,,O,O
Event,설담이 도희와 대순을 만남,Monk,도희,isRelatedTo,,,,O,O
Event,설담이 도희와 대순을 만남,Monk,대순,isRelatedTo,,,,O,O
Event,설담이 금하 광훈에게 다과를 대접받음,Temple,완주 화암사 윤필암,occursIn,,,,O,O
Event,설담이 금하 광훈에게 다과를 대접받음,Monk,설담 자우,isRelatedTo,,,,O,O
Event,설담이 금하 광훈에게 다과를 대접받음,Monk,금하 광훈,isRelatedTo,,,,O,O
Event,설담이 춘파 상운의 배웅을 받아 떠남,Temple,완주 화암사 신실,occursIn,,,,O,O
Event,설담이 춘파 상운의 배웅을 받아 떠남,Monk,설담 자우,isRelatedTo,,,,O,O
Event,설담이 춘파 상운의 배웅을 받아 떠남,Monk,춘파 상운,isRelatedTo,,,,O,O
Event,설담이 세조 친필을 감상함,Monk,설담 자우,isRelatedTo,,,,O,O
Event,설담이 세조 친필을 감상함,Temple,완주 안심사 향각,occursIn,,,,O,O
Event,설담이 종연을 만남,Temple,완주 안심사 향각,occursIn,,,,O,O
Event,설담이 종연을 만남,Monk,설담 자우,isRelatedTo,,,,O,O
Event,설담이 종연을 만남,Monk,종연,isRelatedTo,,,,O,O
Anecdote,성달생 일화,Temple,득모암,occursIn,,,,O,O
Event,설담이 성월 천일을 만남,Temple,완주 대둔암,occursIn,,,,O,O
Event,설담이 성월 천일을 만남,Monk,설담 자우,isRelatedTo,,,,O,O
Event,설담이 성월 천일을 만남,Monk,성월 천일,isRelatedTo,,,,O,O
Event,설봉 회정의 다비식,Monk,설봉 회정,isRelatedTo,,,,O,O
Event,설봉 회정의 다비식,Time,1738년,occursIn,,,,O,O
Work,SD0088,Event,설봉 회정의 다비식,mentions,,,,O,O
Event,설담이 하안거를 지냄_2,Temple,영암 도갑사,occursIn,,,,O,O
Event,설담이 하안거를 지냄_2,Monk,설담 자우,isRelatedTo,,,,O,O
Event,설담이 맹명씨를 만남,Temple,대은암,occursIn,,,,O,O
Event,설담이 맹명씨를 만남,Person,맹명씨,isRelatedTo,,,,O,O
Event,설담이 맹명씨를 만남,Monk,설담 자우,isRelatedTo,,,,O,O
Event,설담이 서봉 명색을 만남,Temple,완주 신흥사,occursIn,,,,O,O
Event,설담이 서봉 명색을 만남,Monk,서봉 명색,isRelatedTo,,,,O,O
Event,설담이 서봉 명색을 만남,Monk,설담 자우,isRelatedTo,,,,O,O
Event,설담이 반룡 처원과 차담을 나눔,Temple,운문사 서굴,occursIn,,,,O,O
Event,설담이 반룡 처원과 차담을 나눔,Monk,반룡 처원,isRelatedTo,,,,O,O
Event,설담이 반룡 처원과 차담을 나눔,Monk,설담 자우,isRelatedTo,,,,O,O
Event,설담이 사오로 화상을 구경함,Temple,내둔암,occursIn,,,,O,O
Object,사오로 화상,Temple,내둔암,isLocatedIn,,,,O,O
Event,설담이 사오로 화상을 구경함,Monk,설담 자우,isRelatedTo,,,,O,O
Event,설담이 채근을 만남,Temple,북암,occursIn,,,,O,O
Event,설담이 채근을 만남,Monk,설담 자우,isRelatedTo,,,,O,O
Event,설담이 채근을 만남,Monk,채근,isRelatedTo,,,,O,O
Event,설담이 청파 혜원과 긍현을 만남,Temple,완주 송광사,occursIn,,,,O,O
Event,설담이 청파 혜원과 긍현을 만남,Monk,설담 자우,isRelatedTo,,,,O,O
Event,설담이 청파 혜원과 긍현을 만남,Monk,청파 혜원,isRelatedTo,,,,O,O
Event,설담이 청파 혜원과 긍현을 만남,Monk,긍현,isRelatedTo,,,,O,O
Event,설담이 박영의 집에 방문함,Place,시산,occursIn,,,,O,O
Event,설담이 박영의 집에 방문함,Monk,설담 자우,isRelatedTo,,,,O,O
Event,설담이 박영의 집에 방문함,Person,박영,isRelatedTo,,,,O,O
Event,설담이 피향정의 시를 감상함,Place,피향정,occursIn,,,,O,O
Event,설담이 피향정의 시를 감상함,Monk,설담 자우,isRelatedTo,,,,O,O
Event,설담이 김유옥과 그 문하를 방문함,Place,고부 마항리,occursIn,,,,O,O
Event,설담이 김유옥과 그 문하를 방문함,Person,김유옥,isRelatedTo,,,,O,O
Event,설담이 김유옥과 그 문하를 방문함,Monk,설담 자우,isRelatedTo,,,,O,O
Event,설담이 한계 성순을 만남,Place,부안 개암사,occursIn,,,,O,O
Event,설담이 한계 성순을 만남,Monk,한계 성순,isRelatedTo,,,,O,O
Event,설담이 한계 성순을 만남,Monk,설담 자우,isRelatedTo,,,,O,O
Event,흥파 지순의 죽음,Temple,부안 도솔암,occursIn,,,,O,O
Event,설담이 경헌을 만남,Monk,설담 자우,isRelatedTo,,,,O,O
Event,설담이 경헌을 만남,Temple,우금굴,occursIn,,,,O,O
Event,설담이 경헌을 만남,Monk,경헌,isRelatedTo,,,,O,O
Event,설담이 명간을 만남,Monk,설담 자우,isRelatedTo,,,,O,O
Event,설담이 명간을 만남,Temple,부안 사자암,occursIn,,,,O,O
Event,설담이 명간을 만남,Monk,명간,isRelatedTo,,,,O,O
Anecdote,진표 율사 일화,Monk,진표,isRelatedTo,,,,O,O
Anecdote,진표 율사 일화,Place,칠룡묘,isRelatedTo,,,,O,O
Anecdote,진표 율사 일화,Temple,김제 금산사,isRelatedTo,,,,O,O
Anecdote,진표 율사 일화,Place,각궁시,isRelatedTo,,,,O,O
Anecdote,진표 율사 일화,Temple,기족암,isRelatedTo,,,,O,O
Anecdote,진표 율사 일화,Temple,비장암,isRelatedTo,,,,O,O
Anecdote,진표 율사 일화,Record,진록사전,isRelatedTo,,,,O,O
Anecdote,진표 율사 일화,Anecdote,고달사 창건 설화,isRelatedTo,,,,O,O
Anecdote,진표 율사 일화,Anecdote,우렁각시 설화,isRelatedTo,,,,O,O
Event,설담이 서량을 만남,Monk,설담 자우,isRelatedTo,,,,O,O
Event,설담이 서량을 만남,Place,검진,occursIn,,,,O,O
Event,설담이 서량을 만남,Monk,서량,isRelatedTo,,,,O,O
Event,설담이 황윤석을 만남,Monk,설담 자우,isRelatedTo,,,,O,O
Event,설담이 황윤석을 만남,Place,구수골,occursIn,,,,O,O
Event,설담이 황윤석을 만남,Person,황윤석,isRelatedTo,,,,O,O
Event,설담이 백광훈의 이손(耳孫)을 만남,Person,백광훈 이손,isRelatedTo,,,,O,O
Event,설담이 백광훈의 이손(耳孫)을 만남,Monk,설담 자우,isRelatedTo,,,,O,O
Event,설담이 백광훈의 이손(耳孫)을 만남,Place,자포곡,occursIn,,,,O,O
Event,설담이 이봉 희영과 시경을 만남,Temple,장성 운문암,occursIn,,,,O,O
Event,설담이 이봉 희영과 시경을 만남,Monk,설담 자우,isRelatedTo,,,,O,O
Event,설담이 이봉 희영과 시경을 만남,Monk,이봉 희영,isRelatedTo,,,,O,O
Event,설담이 이봉 희영과 시경을 만남,Monk,시경,isRelatedTo,,,,O,O
Event,"설담이 영천암, 약사암, 물외암 풍경을 감상함",Monk,설담 자우,isRelatedTo,,,,O,O
Event,"설담이 영천암, 약사암, 물외암 풍경을 감상함",Temple,장성 백양사 백련암,occursIn,,,,O,O
Event,설담이 소요대사 영정에 참배함,Monk,설담 자우,isRelatedTo,,,,O,O
Event,설담이 소요대사 영정에 참배함,Temple,장성 백양사,occursIn,,,,O,O
Event,설담이 소요대사 영정에 참배함,Monk,소요 태능,isRelatedTo,,,,O,O
Event,설담이 쌍계루 현판을 감상함,Monk,설담 자우,isRelatedTo,,,,O,O
Event,설담이 쌍계루 현판을 감상함,Temple,장성 백양사 쌍계루,occursIn,,,,O,O
Event,설담이 소요대사 필적을 감상함,Temple,장성 백양사 향각,occursIn,,,,O,O
Event,설담이 소요대사 필적을 감상함,Monk,설담 자우,isRelatedTo,,,,O,O
Event,설담이 소요대사 필적을 감상함,Monk,소요 태능,isRelatedTo,,,,O,O
Event,설담이 환월 민숙을 만남,Temple,장성 천진암,occursIn,,,,O,O
Event,설담이 환월 민숙을 만남,Monk,설담 자우,isRelatedTo,,,,O,O
Event,설담이 환월 민숙을 만남,Monk,환월 민숙,isRelatedTo,,,,O,O
Event,설담이 이고를 위문함,Place,칠립리,occursIn,,,,O,O
Event,설담이 이고를 위문함,Monk,설담 자우,isRelatedTo,,,,O,O
Record,서역중화해동불조원류,Temple,완주 송광사,isPublishedIn,,,,O,O
Record,서역중화해동불조원류,Time,1764년,isPublishedAt,,,,O,O
Event,불조원류 간행,Temple,완주 송광사,occursIn,,,,O,O
Event,불조원류 간행,Time,1764년,occursAt,,,,O,O
Event,불조원류 간행,Record,서역중화해동불조원류,isRelatedTo,,,,O,O
Event,불조원류 간행,Monk,해월 경율,isRelatedTo,,,,O,O
Event,불조원류 간행,Monk,금하 광훈,isRelatedTo,,,,O,O
Event,불조원류 간행,Monk,궤능,isRelatedTo,,,,O,O
Event,불조원류 간행,Monk,대붕,isRelatedTo,,,,O,O
Event,불조원류 간행,Monk,월영 대찰,isRelatedTo,,,,O,O
Event,불조원류 간행,Monk,풍계 도선,isRelatedTo,,,,O,O
Event,불조원류 간행,Monk,두활,isRelatedTo,,,,O,O
Event,불조원류 간행,Monk,민익,isRelatedTo,,,,O,O
Event,불조원류 간행,Monk,사선,isRelatedTo,,,,O,O
Event,불조원류 간행,Monk,상린,isRelatedTo,,,,O,O
Event,불조원류 간행,Monk,춘파 상운,isRelatedTo,,,,O,O
Event,불조원류 간행,Monk,연곡 선수,isRelatedTo,,,,O,O
Event,불조원류 간행,Monk,선찰,isRelatedTo,,,,O,O
Event,불조원류 간행,Monk,정성 성심,isRelatedTo,,,,O,O
Event,불조원류 간행,Monk,순행,isRelatedTo,,,,O,O
Event,불조원류 간행,Monk,옥종,isRelatedTo,,,,O,O
Event,불조원류 간행,Monk,월하 자휘,isRelatedTo,,,,O,O
Event,불조원류 간행,Monk,정원,isRelatedTo,,,,O,O
Event,불조원류 간행,Monk,정현,isRelatedTo,,,,O,O
Event,불조원류 간행,Monk,벽하 지탄,isRelatedTo,,,,O,O
Event,불조원류 간행,Monk,찬우,isRelatedTo,,,,O,O
Event,불조원류 간행,Monk,사암 채영,isRelatedTo,,,,O,O
Event,불조원류 간행,Monk,반룡 처원,isRelatedTo,,,,O,O
Event,불조원류 간행,Monk,척옥,isRelatedTo,,,,O,O
Event,불조원류 간행,Monk,화월 쾌현,isRelatedTo,,,,O,O
Event,불조원류 간행,Monk,쾌혜,isRelatedTo,,,,O,O
Event,불조원류 간행,Monk,영파 탄연,isRelatedTo,,,,O,O
Event,불조원류 간행,Monk,은파 탈몽,isRelatedTo,,,,O,O
Event,불조원류 간행,Monk,금봉 태기,isRelatedTo,,,,O,O
Event,불조원류 간행,Monk,학순,isRelatedTo,,,,O,O
Event,불조원류 간행,Monk,청암 학종,isRelatedTo,,,,O,O
Event,불조원류 간행,Monk,성암 행름,isRelatedTo,,,,O,O
Event,불조원류 간행,Monk,환영 향원,isRelatedTo,,,,O,O
Event,불조원류 간행,Monk,청파 혜원,isRelatedTo,,,,O,O
Event,불조원류 간행,Monk,봉암 회혜,isRelatedTo,,,,O,O
Record,불설장수멸죄호제동자다라니경,Temple,완주 송광사,isPublishedIn,,,,O,O
Record,불설장수멸죄호제동자다라니경,Time,1768년,isPublishedAt,,,,O,O
Event,장수경 간행,Temple,완주 송광사,occursIn,,,,O,O
Event,장수경 간행,Time,1768년,occursAt,,,,O,O
Event,장수경 간행,Record,불설장수멸죄호제동자다라니경,isRelatedTo,,,,O,O
Event,장수경 간행,Monk,긍현,isRelatedTo,,,,O,O
Event,장수경 간행,Monk,월영 대찰,isRelatedTo,,,,O,O
Event,장수경 간행,Monk,두월 묵안,isRelatedTo,,,,O,O
Event,장수경 간행,Monk,환봉 묵혜,isRelatedTo,,,,O,O
Event,장수경 간행,Monk,설파 상언,isRelatedTo,,,,O,O
Event,장수경 간행,Monk,춘파 상운,isRelatedTo,,,,O,O
Event,장수경 간행,Monk,성우,isRelatedTo,,,,O,O
Event,장수경 간행,Monk,서운 시연,isRelatedTo,,,,O,O
Event,장수경 간행,Monk,월암 시준,isRelatedTo,,,,O,O
Event,장수경 간행,Monk,영곡 영우,isRelatedTo,,,,O,O
Event,장수경 간행,Monk,연담 유일,isRelatedTo,,,,O,O
Event,장수경 간행,Monk,정안,isRelatedTo,,,,O,O
Event,장수경 간행,Monk,완암 정진,isRelatedTo,,,,O,O
Event,장수경 간행,Monk,찬명,isRelatedTo,,,,O,O
Event,장수경 간행,Monk,반룡 처원,isRelatedTo,,,,O,O
Event,장수경 간행,Monk,영파 탄연,isRelatedTo,,,,O,O
Event,장수경 간행,Monk,은파 탈몽,isRelatedTo,,,,O,O
Event,장수경 간행,Monk,금봉 태기,isRelatedTo,,,,O,O
Event,장수경 간행,Monk,태학,isRelatedTo,,,,O,O
Event,장수경 간행,Monk,포일,isRelatedTo,,,,O,O
Event,장수경 간행,Monk,함월 해원,isRelatedTo,,,,O,O
Event,장수경 간행,Monk,성암 행름,isRelatedTo,,,,O,O
Event,장수경 간행,Monk,봉암 회혜,isRelatedTo,,,,O,O
Monk,청허 휴정,Monk,소요 태능,hasDisciple,,,,O,O
Monk,청허 휴정,Monk,편양 언기,hasDisciple,,,,O,O
Monk,청허 휴정,Monk,정관 일선,hasDisciple,,,,O,O
Monk,청허 휴정,Monk,송운 유정,hasDisciple,,,,O,O
Monk,소요 태능,Monk,제월 수일,hasDisciple,,,,O,O
Monk,제월 수일,Monk,화월 현옥,hasDisciple,,,,O,O
Monk,화월 현옥,Monk,모은 지훈,hasDisciple,,,,O,O
Monk,모은 지훈,Monk,설담 자우,hasDisciple,,,,O,O
Monk,설담 자우,Monk,나암 승제,hasDisciple,,,,O,O
Monk,소요 태능,Monk,해운 경열,hasDisciple,,,,O,O
Monk,해운 경열,Monk,모운 삼성,hasDisciple,,,,O,O
Monk,모운 삼성,Monk,설곡 수우,hasDisciple,,,,O,O
Monk,설곡 수우,Monk,설봉 자징,hasDisciple,,,,O,O
Monk,설봉 자징,Monk,백파 진수,hasDisciple,,,,O,O
Monk,백파 진수,Monk,환월 민숙,hasDisciple,,,,O,O
Monk,환월 민숙,Monk,서량,hasDisciple,,,,O,O
Monk,해운 경열,Monk,취여 삼우,hasDisciple,,,,O,O
Monk,취여 삼우,Monk,화악 문신,hasDisciple,,,,O,O
Monk,화악 문신,Monk,설봉 회정,hasDisciple,,,,O,O
Monk,설봉 회정,Monk,이봉 희영,hasDisciple,,,,O,O
Monk,정관 일선,Monk,임성 충언,hasDisciple,,,,O,O
Monk,임성 충언,Monk,원응 지근,hasDisciple,,,,O,O
Monk,원응 지근,Monk,추계 유문,hasDisciple,,,,O,O
Monk,추계 유문,Monk,무경 자수,hasDisciple,,,,O,O
Monk,무경 자수,Monk,양심 영봉,hasDisciple,,,,O,O
Monk,양심 영봉,Monk,반룡 처원,hasDisciple,,,,O,O
Monk,편양 언기,Monk,청엄 석민,hasDisciple,,,,O,O
Monk,청엄 석민,Monk,운봉 영우,hasDisciple,,,,O,O
Monk,운봉 영우,Monk,운파 의준,hasDisciple,,,,O,O
Monk,운파 의준,Monk,서봉 청민,hasDisciple,,,,O,O
Monk,서봉 청민,Monk,삼경 철관,hasDisciple,,,,O,O
Monk,삼경 철관,Monk,흥파 지순,hasDisciple,,,,O,O
Monk,편양 언기,Monk,풍담 의심,hasDisciple,,,,O,O
Monk,풍담 의심,Monk,월저 도안,hasDisciple,,,,O,O
Monk,월저 도안,Monk,설암 추붕,hasDisciple,,,,O,O
Monk,설암 추붕,Monk,벽허 원조,hasDisciple,,,,O,O
Monk,벽허 원조,Monk,영허 성준,hasDisciple,,,,O,O
Monk,영허 성준,Monk,금파 행우,hasDisciple,,,,O,O
Monk,금파 행우,Monk,한계 성순,hasDisciple,,,,O,O
Monk,설암 추붕,Monk,금파 일영,hasDisciple,,,,O,O
Monk,금파 일영,Monk,낙파 회랭,hasDisciple,,,,O,O
Monk,금파 일영,Monk,용암 해화,hasDisciple,,,,O,O
Monk,용암 해화,Monk,두월 묵안,hasDisciple,,,,O,O
Monk,두월 묵안,Monk,벽월 우일,hasDisciple,,,,O,O
Monk,용암 해화,Monk,연파 성활,hasDisciple,,,,O,O
Monk,풍담 의심,Monk,월담 설제,hasDisciple,,,,O,O
Monk,월담 설제,Monk,환성 지안,hasDisciple,,,,O,O
Monk,환성 지안,Monk,호암 체정,hasDisciple,,,,O,O
Monk,호암 체정,Monk,연담 유일,hasDisciple,,,,O,O
Monk,호암 체정,Monk,설파 상언,hasDisciple,,,,O,O
Monk,환성 지안,Monk,금계 원우,hasDisciple,,,,O,O
Monk,금계 원우,Monk,춘파 상운,hasDisciple,,,,O,O
Monk,춘파 상운,Monk,서봉 명색,hasDisciple,,,,O,O
Monk,춘파 상운,Monk,금하 광훈,hasDisciple,,,,O,O
Monk,설봉 관성,Monk,해월 경율,hasDisciple,,,,O,O
Monk,함영 쌍규,Monk,설봉 관성,hasDisciple,,,,O,O
Monk,운파 현신,Monk,함영 쌍규,hasDisciple,,,,O,O
Monk,상봉 정원,Monk,운파 현신,hasDisciple,,,,O,O
Monk,풍담 의심,Monk,상봉 정원,hasDisciple,,,,O,O
Monk,월파 태눌,Monk,풍계 도선,hasDisciple,,,,O,O
Monk,환암 선흠,Monk,월파 태눌,hasDisciple,,,,O,O
Monk,운파 의준,Monk,환암 선흠,hasDisciple,,,,O,O
Monk,보월 한웅,Monk,연곡 선수,hasDisciple,,,,O,O
Monk,청하 삼인,Monk,보월 한웅,hasDisciple,,,,O,O
Monk,월담 설제,Monk,청하 삼인,hasDisciple,,,,O,O
Monk,취봉 보청,Monk,월하 자휘,hasDisciple,,,,O,O
Monk,상봉 정원,Monk,취봉 보청,hasDisciple,,,,O,O
Monk,선월 축습,Monk,정성 성심,hasDisciple,,,,O,O
Monk,무경 자수,Monk,선월 축습,hasDisciple,,,,O,O
Monk,금계 원우,Monk,벽하 지탄,hasDisciple,,,,O,O
Monk,금파 행우,Monk,사암 채영,hasDisciple,,,,O,O
Monk,환월 처준,Monk,화월 쾌현,hasDisciple,,,,O,O
Monk,홍파 인형,Monk,환월 처준,hasDisciple,,,,O,O
Monk,현은 형오,Monk,홍파 인형,hasDisciple,,,,O,O
Monk,월담 설제,Monk,현은 형오,hasDisciple,,,,O,O
Monk,성암 행름,Monk,쾌혜,hasDisciple,,,,O,O
Monk,추월 인호,Monk,청암 학종,hasDisciple,,,,O,O
Monk,완허 청안,Monk,추월 인호,hasDisciple,,,,O,O
Monk,취운 종일,Monk,완허 청안,hasDisciple,,,,O,O
Monk,수월 사순,Monk,취운 종일,hasDisciple,,,,O,O
Monk,소요 태능,Monk,수월 사순,hasDisciple,,,,O,O
Monk,송곡 대총,Monk,환영 향원,hasDisciple,,,,O,O
Monk,무경 자수,Monk,송곡 대총,hasDisciple,,,,O,O
Monk,금계 원우,Monk,청파 혜원,hasDisciple,,,,O,O
Monk,선월 축습,Monk,봉암 회혜,hasDisciple,,,,O,O
Monk,월영 대찰,Monk,성암 행름,hasDisciple,,,,O,O
Monk,홍파 인형,Monk,월영 대찰,hasDisciple,,,,O,O
Monk,환성 지안,Monk,함월 해원,hasDisciple,,,,O,O
Monk,정허 쾌민,Monk,금봉 태기,hasDisciple,,,,O,O
Monk,선월 축습,Monk,정허 쾌민,hasDisciple,,,,O,O
Monk,진곡 취일,Monk,은파 탈몽,hasDisciple,,,,O,O
Monk,무경 자수,Monk,진곡 취일,hasDisciple,,,,O,O
Monk,금계 원우,Monk,영파 탄연,hasDisciple,,,,O,O
Monk,호암 체정,Monk,영곡 영우,hasDisciple,,,,O,O
Monk,현은 형오,Monk,월암 시준,hasDisciple,,,,O,O
Monk,호암 체정,Monk,서운 시연,hasDisciple,,,,O,O
Monk,고송 회경,Monk,환봉 묵혜,hasDisciple,,,,O,O
Monk,금파 일영,Monk,고송 회경,hasDisciple,,,,O,O
Record,여암유고,Person,YA0001,contains,,,,O,O
Record,YA0001,Work,신경준,hasWriter,,,,O,O
Work,YA0001,Temple,순창 법운암,mentions,,,,O,O
Work,YA0001,Monk,휴암 최한,mentions,,,,O,O
Work,YA0001,Event,휴암 최한이 법운암을 창건함,mentions,,,,O,O
Work,YA0001,Monk,총혜,mentions,,,,O,O
Event,휴암 최한이 법운암을 창건함,Temple,순창 법운암,isRelatedTo,,,,O,O
Event,휴암 최한이 법운암을 창건함,Monk,휴암 최한,isRelatedTo,,,,O,O
Monk,모은 지훈,Monk,휴암 최한,hasDisciple,,,,O,O
Monk,휴암 최한,Monk,총혜,hasDisciple,,,,O,O
Record,여암유고,Work,YA0002,contains,,,,O,O
Work,YA0002,Writer,신경준,hasWriter,,,,O,O
Work,YA0002,Temple,부안 내소사,mentions,,,,O,O
Work,YA0002,Monk,서봉 청민,mentions,,,,O,O
Work,YA0002,Event,내소사 화재,mentions,,,,O,O
Work,YA0002,Event,서봉 청민이 내소사를 중건함,mentions,,,,O,O
Work,YA0002,Event,내선과 여천 등 여덟 비구가 내소사 단청을 완성함,mentions,,,,O,O
Event,내소사 화재,Temple,부안 내소사,occursIn,,,,O,O
Event,내소사 화재,Time,1743년,occursAt,,,,O,O
Event,서봉 청민이 내소사를 중건함,Monk,서봉 청민,contains,,,,O,O
Event,서봉 청민이 내소사를 중건함,Temple,부안 내소사,occursIn,,,,O,O
Event,서봉 청민이 내소사를 중건함,Time,1744년,occursAt,,,,O,O
Event,내선과 여천 등 여덟 비구가 내소사 단청을 완성함,Monk,내선,isRelatedTo,,,,O,O
Event,내선과 여천 등 여덟 비구가 내소사 단청을 완성함,Monk,여천,isRelatedTo,,,,O,O
Event,내선과 여천 등 여덟 비구가 내소사 단청을 완성함,Temple,부안 내소사,occursIn,,,,O,O
Event,내선과 여천 등 여덟 비구가 내소사 단청을 완성함,Time,1780년,occursAt,,,,O,O
Person,김담,Person,김복현,hasSon,,,,O,O
Person,김담,Person,맹명씨,hasDescendant,,,,O,O
Person,신장,Person,신숙주,hasSon,,,,O,O
Person,신장,Person,신말주,hasSon,,,,O,O
Person,신말주,Person,순창 설씨부인,hasWife,,,,O,O
Person,순창 설씨부인,Record,설씨부인권선문,hasWriter,,,,O,O
Record,설씨부인권선문,Temple,순창 강천사,isRelatedTo,,,,O,O
Record,설씨부인권선문,Time,1482년,isWrittenAt,,,,O,O
Monk,원효,Person,설총,hasSon,,,,O,O
Person,설총,Person,순창 설씨부인,hasDescendant,,,,O,O
Temple,김제 금산사 송대,Temple,김제 금산사,isLocatedIn,,,,O,O
Temple,감로암 비전,Temple,감로암,isLocatedIn,,,,O,O
Temple,완주 화암사 우화루,Temple,완주 화암사,isLocatedIn,,,,O,O
Temple,완주 화암사 향각,Temple,완주 화암사,isLocatedIn,,,,O,O
Temple,완주 화암사 의상암,Temple,완주 화암사,isLocatedIn,,,,O,O
Temple,완주 화암사 윤필암,Temple,완주 화암사,isLocatedIn,,,,O,O
Temple,완주 화암사 신실,Temple,완주 화암사,isLocatedIn,,,,O,O
Temple,완주 안심사 사리각,Temple,완주 안심사,isLocatedIn,,,,O,O
Temple,완주 안심사 적설루,Temple,완주 안심사,isLocatedIn,,,,O,O
Temple,완주 안심사 향각,Temple,완주 안심사,isLocatedIn,,,,O,O
Temple,완주 안심사 한산전,Temple,완주 안심사,isLocatedIn,,,,O,O
Temple,망휴암 장륙전,Temple,망휴암,isLocatedIn,,,,O,O
Temple,운문사 서굴,Temple,운문사,isLocatedIn,,,,O,O
Temple,완주 송광사 관음전,Temple,완주 송광사,isLocatedIn,,,,O,O
Temple,장성 백양사 쌍계루,Temple,장성 백양사,isLocatedIn,,,,O,O
Temple,장성 백양사 향각,Temple,장성 백양사,isLocatedIn,,,,O,O
Temple,장성 백양사 백련암,Temple,장성 백양사,isLocatedIn,,,,O,O
Temple,장성 백양사 영천암,Temple,장성 백양사,isLocatedIn,,,,O,O
Temple,장성 백양사 약사암,Temple,장성 백양사,isLocatedIn,,,,O,O
Temple,장성 백양사 물외암,Temple,장성 백양사,isLocatedIn,,,,O,O
Object,백양사 소요대사 부도,Temple,장성 백양사,isLocatedIn,,,,O,O
Object,백양사 소요대사 부도,Monk,소요 태능,isRelatedTo,,,,O,O
Work,SD0088,Event,설담 자우가 설봉 회정에게 수학함,mentions,,,,O,O
Event,설담 자우가 설봉 회정에게 수학함,Monk,설담 자우,isRelatedTo,,,,O,O
Event,설담 자우가 설봉 회정에게 수학함,Monk,설봉 회정,isRelatedTo,,,,O,O
Event,설담 자우가 설봉 회정에게 수학함,Time,1736년,occursIn,,,,O,O
Record,동국이상국집,Work,SK0001,hasPart,,,,O,O
Record,매월당시집,Work,MW0001,hasPart,,,,O,O
Work,SK0001,Place,불사의방,mentions,,,,O,O
Work,MW0001,Place,불사의방,mentions,,,,O,O
Work,SK0001,Monk,진표,mentions,,,,O,O
Monk,진표,Place,불사의방,isRelatedTo,,,,O,O
Place,불사의방,Place,변산 의상봉,isLocatedIn,,,,O,O
Place,변산 의상봉,Place,변산,isLocatedIn,,,,O,O
Work,SK0001,Person,이규보,hasWriter,,,,O,O
Work,MW0001,Person,김시습,hasWriter,,,,O,O
Place,하서 선생 수장,Person,김인후,isRelatedTo,,,,O,O